country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",09-07-2026 20:00,24.7955,84.9994,CO,12,12,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",09-07-2026 20:00,24.792403,84.992416,PM10,20,151,78
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",09-07-2026 20:00,24.792403,84.992416,NO2,11,13,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",09-07-2026 20:00,24.792403,84.992416,SO2,43,44,44
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",09-07-2026 20:00,24.762518,84.982348,PM2.5,17,35,27
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",09-07-2026 20:00,24.762518,84.982348,NO2,15,30,23
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",09-07-2026 20:00,25.560083,87.553265,PM2.5,2,17,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",09-07-2026 20:00,25.560083,87.553265,PM10,2,17,10
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",09-07-2026 20:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",09-07-2026 20:00,25.560083,87.553265,OZONE,7,47,20
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",09-07-2026 20:00,26.0881305,87.93840336,PM10,49,88,63
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",09-07-2026 20:00,26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",09-07-2026 20:00,26.0881305,87.93840336,OZONE,32,33,33
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",09-07-2026 20:00,27.308328,84.531742,SO2,16,18,17
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",09-07-2026 20:00,27.308328,84.531742,OZONE,29,32,31
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",09-07-2026 20:00,26.181742,91.78063,NH3,1,1,1
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",09-07-2026 20:00,26.181742,91.78063,SO2,37,49,41
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",09-07-2026 20:00,26.181742,91.78063,OZONE,16,51,27
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",09-07-2026 20:00,26.10887,91.589544,NH3,0,9,4
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",09-07-2026 20:00,26.1875,91.744194,PM2.5,2,500,263
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",09-07-2026 20:00,26.1875,91.744194,SO2,32,34,33
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",09-07-2026 20:00,26.349082,92.68449,PM2.5,47,75,59
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",09-07-2026 20:00,26.349082,92.68449,SO2,6,14,10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",09-07-2026 20:00,26.446912,91.439057,PM10,16,85,48
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",09-07-2026 20:00,26.446912,91.439057,NH3,6,6,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA",09-07-2026 20:00,24.82827,92.79525,SO2,6,7,6
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",09-07-2026 20:00,26.987634,94.636574,CO,14,23,17
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",09-07-2026 20:00,26.146529,87.454184,CO,19,26,23
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",09-07-2026 20:00,26.146529,87.454184,OZONE,9,11,10
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",09-07-2026 20:00,25.42742023,86.13886079,PM10,6,104,43
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",09-07-2026 20:00,25.42742023,86.13886079,OZONE,39,41,40
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",09-07-2026 20:00,26.80365,84.51954,CO,31,49,39
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",09-07-2026 20:00,25.251013,86.989001,PM2.5,15,63,39
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",09-07-2026 20:00,25.251013,86.989001,PM10,12,432,75
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",09-07-2026 20:00,25.251013,86.989001,SO2,7,44,20
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",09-07-2026 20:00,25.265194,87.012947,CO,26,75,39
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",09-07-2026 20:00,25.204762,85.51496,OZONE,2,2,2
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",09-07-2026 20:00,25.56752,83.966379,NO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",09-07-2026 20:00,25.56752,83.966379,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",09-07-2026 20:00,25.7808257,84.7446768,PM2.5,47,72,57
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",09-07-2026 20:00,25.7808257,84.7446768,SO2,20,25,21
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",09-07-2026 20:00,25.7808257,84.7446768,CO,68,105,91
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",09-07-2026 20:00,30.735567,76.775714,NH3,7,19,12
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",09-07-2026 20:00,30.735567,76.775714,OZONE,3,10,6
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",09-07-2026 20:00,30.719859,76.738637,SO2,2,6,4
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",09-07-2026 20:00,21.194815,81.31477,CO,1,8,5
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",09-07-2026 20:00,22.118125,83.140608,PM10,16,74,38
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",09-07-2026 20:00,22.118125,83.140608,SO2,8,10,9
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",09-07-2026 20:00,22.118125,83.140608,CO,16,23,19
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",09-07-2026 20:00,22.348441,82.549611,NO2,5,7,6
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",09-07-2026 20:00,22.368195,82.746431,NO2,6,48,14
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",09-07-2026 20:00,22.368195,82.746431,OZONE,8,9,8
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",09-07-2026 20:00,16.536107,80.594233,OZONE,14,32,23
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",09-07-2026 20:00,16.554731,80.64911,NO2,13,30,21
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",09-07-2026 20:00,16.509717,80.612222,OZONE,25,55,42
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",09-07-2026 20:00,17.72,83.3,SO2,3,34,15
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",09-07-2026 20:00,27.103358,93.679645,PM10,2,41,16
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",09-07-2026 20:00,27.103358,93.679645,NH3,1,1,1
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",09-07-2026 20:00,27.103358,93.679645,CO,5,8,7
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",09-07-2026 20:00,27.103358,93.679645,OZONE,6,6,6
India,Assam,Guwahati,"IITG, Guwahati - PCBA",09-07-2026 20:00,26.2028636,91.70046436,PM2.5,13,61,25
India,Assam,Guwahati,"IITG, Guwahati - PCBA",09-07-2026 20:00,26.2028636,91.70046436,SO2,38,41,39
India,Bihar,Patna,"Samanpura, Patna - BSPCB",09-07-2026 20:00,25.596727,85.085624,PM10,57,112,87
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",09-07-2026 20:00,25.610369,85.132568,PM2.5,32,91,60
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",09-07-2026 20:00,25.366336,87.117468,NO2,5,7,6
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",09-07-2026 20:00,25.0328,85.41948,PM2.5,25,100,57
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",09-07-2026 20:00,26.2271665,84.3570427,NO2,2,2,2
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",09-07-2026 20:00,30.751462,76.762879,PM2.5,2,53,29
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",09-07-2026 20:00,30.751462,76.762879,PM10,3,51,29
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",09-07-2026 20:00,30.735567,76.775714,PM10,4,36,21
India,Bihar,Munger,"Town Hall, Munger - BSPCB",09-07-2026 20:00,25.376776,86.471523,CO,44,48,47
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",09-07-2026 20:00,26.1403345,85.3650192,NH3,0,1,0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",09-07-2026 20:00,26.1403345,85.3650192,OZONE,52,64,58
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",09-07-2026 20:00,26.11442,85.39813,SO2,1,7,4
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",09-07-2026 20:00,26.11442,85.39813,CO,10,22,16
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",09-07-2026 20:00,25.599486,85.113666,PM10,32,62,42
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",09-07-2026 20:00,25.586562,85.043586,NH3,9,10,9
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",09-07-2026 20:00,25.586562,85.043586,SO2,6,7,6
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",09-07-2026 20:00,13.20488,79.097889,OZONE,43,54,47
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",09-07-2026 20:00,16.711754,81.092095,NO2,10,23,15
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",09-07-2026 20:00,16.711754,81.092095,CO,22,40,31
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",09-07-2026 20:00,14.465052,78.824187,PM2.5,67,85,73
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",09-07-2026 20:00,14.465052,78.824187,CO,12,22,17
India,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",09-07-2026 20:00,15.83411,78.028546,PM10,22,47,38
India,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",09-07-2026 20:00,15.83411,78.028546,SO2,9,10,10
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",09-07-2026 20:00,16.186555,81.13219,PM2.5,48,65,54
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",09-07-2026 20:00,16.186555,81.13219,CO,17,33,24
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",09-07-2026 20:00,14.438164,79.966814,PM10,51,87,62
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",09-07-2026 20:00,14.438164,79.966814,OZONE,35,41,39
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",09-07-2026 20:00,16.9872867,81.7363176,PM2.5,6,42,23
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",09-07-2026 20:00,13.615387,79.40923,SO2,15,23,18
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",09-07-2026 20:00,16.5150833,80.5181667,OZONE,24,37,32
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",09-07-2026 20:00,14.675886,77.593027,NO2,12,21,14
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",09-07-2026 20:00,14.675886,77.593027,SO2,8,16,10
India,Delhi,Delhi,"JNU, Delhi - DPCC",09-07-2026 20:00,28.540721,77.168544,NH3,1,11,4
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",09-07-2026 20:00,28.5512005,77.2735737,PM2.5,2,42,19
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",09-07-2026 20:00,28.5512005,77.2735737,CO,62,73,69
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",09-07-2026 20:00,28.60909,77.0325413,PM10,38,54,43
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",09-07-2026 20:00,28.60909,77.0325413,SO2,11,21,15
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",09-07-2026 20:00,28.594004,76.909423,PM2.5,9,72,36
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",09-07-2026 20:00,28.594004,76.909423,PM10,13,54,33
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",09-07-2026 20:00,28.594004,76.909423,NO2,7,29,13
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",09-07-2026 20:00,28.594004,76.909423,SO2,6,9,7
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",09-07-2026 20:00,28.62181,77.1944633,PM2.5,8,56,29
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",09-07-2026 20:00,28.615828,77.271992,SO2,8,13,9
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",09-07-2026 20:00,28.674045,77.131023,CO,35,54,44
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",09-07-2026 20:00,28.674045,77.131023,OZONE,10,28,19
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",09-07-2026 20:00,28.6514781,77.1473105,SO2,2,18,10
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",09-07-2026 20:00,28.493624,77.201159,PM10,3,50,22
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",09-07-2026 20:00,28.493624,77.201159,NO2,6,32,14
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",09-07-2026 20:00,28.493624,77.201159,NH3,0,14,3
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",09-07-2026 20:00,28.493624,77.201159,OZONE,7,12,10
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",09-07-2026 20:00,28.5627763,77.1180053,NO2,17,61,31
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",09-07-2026 20:00,28.5627763,77.1180053,CO,21,28,23
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",09-07-2026 20:00,28.656756,77.227234,NH3,3,6,4
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",09-07-2026 20:00,28.636429,77.201067,SO2,4,18,12
India,Delhi,Delhi,"Pusa, Delhi - DPCC",09-07-2026 20:00,28.639652,77.146275,PM10,3,101,36
India,Delhi,Delhi,"Pusa, Delhi - DPCC",09-07-2026 20:00,28.639652,77.146275,NH3,7,19,10
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",09-07-2026 20:00,23.023389,72.515201,NH3,2,3,2
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",09-07-2026 20:00,23.023389,72.515201,SO2,1,2,2
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",09-07-2026 20:00,23.023389,72.515201,CO,1,37,17
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",09-07-2026 20:00,23.002657,72.591912,NO2,33,36,34
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",09-07-2026 20:00,23.020509,72.579261,PM2.5,24,51,33
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",09-07-2026 20:00,23.020509,72.579261,PM10,78,152,112
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",09-07-2026 20:00,23.020509,72.579261,NO2,7,22,12
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",09-07-2026 20:00,23.020509,72.579261,CO,33,56,42
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",09-07-2026 20:00,23.020509,72.579261,OZONE,10,14,13
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",09-07-2026 20:00,22.320153,73.216285,CO,94,98,96
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",09-07-2026 20:00,20.362421,72.918013,PM10,32,71,51
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",09-07-2026 20:00,20.362421,72.918013,NH3,4,4,4
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",09-07-2026 20:00,20.362421,72.918013,OZONE,13,15,14
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",09-07-2026 20:00,22.969611,72.6435,PM10,102,135,118
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",09-07-2026 20:00,22.969611,72.6435,OZONE,26,27,26
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",09-07-2026 20:00,30.379589,76.778328,SO2,15,32,22
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",09-07-2026 20:00,28.6701,76.9254,PM10,19,65,38
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",09-07-2026 20:00,28.6701,76.9254,NH3,8,13,11
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",09-07-2026 20:00,28.3419248,77.319699,PM10,74,400,197
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",09-07-2026 20:00,28.3419248,77.319699,OZONE,4,17,8
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",09-07-2026 20:00,28.2068,76.7997,NH3,5,10,7
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",09-07-2026 20:00,28.39072,77.30059,PM10,80,175,99
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",09-07-2026 20:00,28.376058,77.315741,PM10,44,261,86
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",09-07-2026 20:00,28.376058,77.315741,NO2,30,33,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",09-07-2026 20:00,29.503664,75.467934,NH3,13,15,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",09-07-2026 20:00,29.503664,75.467934,OZONE,16,26,20
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",09-07-2026 20:00,28.4227,77.0667,PM2.5,1,500,184
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",09-07-2026 20:00,28.4227,77.0667,CO,10,20,13
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",09-07-2026 20:00,28.4501238,77.0263051,PM2.5,11,300,79
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",09-07-2026 20:00,28.4501238,77.0263051,NO2,4,16,14
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",09-07-2026 20:00,28.4501238,77.0263051,OZONE,2,6,4
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",09-07-2026 20:00,22.977134,72.553024,SO2,0,20,7
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",09-07-2026 20:00,23.076793,72.627874,SO2,3,4,4
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",09-07-2026 20:00,23.076793,72.627874,CO,9,41,30
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",09-07-2026 20:00,23.016834,72.625775,PM2.5,43,89,60
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",09-07-2026 20:00,23.016834,72.625775,NH3,5,11,7
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",09-07-2026 20:00,21.755417,72.139056,SO2,6,7,7
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",09-07-2026 20:00,23.243639,72.68994,NO2,3,13,7
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",09-07-2026 20:00,23.221714,72.654328,PM10,55,108,76
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",09-07-2026 20:00,23.221714,72.654328,NH3,1,1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",09-07-2026 20:00,23.221714,72.654328,CO,14,14,14
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",09-07-2026 20:00,23.221714,72.654328,OZONE,5,16,11
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",09-07-2026 20:00,23.59315,72.372792,OZONE,8,9,9
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",09-07-2026 20:00,28.5710274,77.0719006,OZONE,15,25,21
India,Delhi,Delhi,"DTU, Delhi - CPCB",09-07-2026 20:00,28.7500499,77.1112615,CO,23,28,25
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",09-07-2026 20:00,28.54246,77.191651,PM10,2,84,35
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",09-07-2026 20:00,28.54246,77.191651,NO2,8,16,10
India,Delhi,Delhi,"ITO, Delhi - CPCB",09-07-2026 20:00,28.628624,77.24106,PM10,6,55,22
India,Delhi,Delhi,"ITO, Delhi - CPCB",09-07-2026 20:00,28.628624,77.24106,NH3,2,5,4
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",09-07-2026 20:00,28.563262,77.186937,NO2,15,62,31
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",09-07-2026 20:00,28.563262,77.186937,SO2,24,108,42
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",09-07-2026 20:00,28.563262,77.186937,OZONE,12,22,18
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",09-07-2026 20:00,28.6573814,77.1585447,CO,66,70,68
India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-07-2026 20:00,28.815329,77.15301,NH3,18,25,22
India,Delhi,Delhi,"JNU, Delhi - DPCC",09-07-2026 20:00,28.540721,77.168544,NO2,9,44,18
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",09-07-2026 20:00,28.611281,77.237738,NO2,14,60,26
India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-07-2026 20:00,28.7762,77.051074,PM10,44,109,85
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",09-07-2026 20:00,28.56789,77.250515,PM10,1,72,30
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",09-07-2026 20:00,28.56789,77.250515,NH3,7,16,10
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",09-07-2026 20:00,28.58028,77.233829,NO2,3,48,14
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",09-07-2026 20:00,28.6811736,77.3025234,PM2.5,21,101,58
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",09-07-2026 20:00,28.6811736,77.3025234,OZONE,17,115,44
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",09-07-2026 20:00,28.531346,77.190156,SO2,2,10,7
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",09-07-2026 20:00,28.530785,77.271255,NO2,13,40,20
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",09-07-2026 20:00,28.530785,77.271255,SO2,7,15,10
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",09-07-2026 20:00,21.371751,81.664929,NH3,2,2,2
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",09-07-2026 20:00,21.258815,81.578979,PM10,7,42,20
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",09-07-2026 20:00,21.258815,81.578979,NO2,2,7,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",09-07-2026 20:00,21.258815,81.578979,CO,16,23,18
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",09-07-2026 20:00,21.237755,81.705301,PM10,3,33,13
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",09-07-2026 20:00,22.06631475,83.33820077,NO2,20,78,44
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",09-07-2026 20:00,22.06631475,83.33820077,NH3,1,2,1
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",09-07-2026 20:00,22.06631475,83.33820077,OZONE,27,27,27
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",09-07-2026 20:00,28.594169,77.1251,SO2,3,11,7
India,Delhi,Delhi,"Rohini, Delhi - DPCC",09-07-2026 20:00,28.732528,77.11992,SO2,5,8,6
India,Delhi,Delhi,"Mundka, Delhi - DPCC",09-07-2026 20:00,28.684678,77.076574,PM10,12,61,30
India,Delhi,Delhi,"Mundka, Delhi - DPCC",09-07-2026 20:00,28.684678,77.076574,CO,34,45,39
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",09-07-2026 20:00,28.699793,77.165453,NH3,7,16,11
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",09-07-2026 20:00,28.498571,77.26484,NO2,6,36,15
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",09-07-2026 20:00,28.498571,77.26484,NH3,5,6,6
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-07-2026 20:00,28.647622,77.315809,PM2.5,13,238,66
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-07-2026 20:00,28.695381,77.181665,CO,40,44,42
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",09-07-2026 20:00,28.3153,76.9143,SO2,5,12,7
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",09-07-2026 20:00,29.432304,76.972765,PM10,17,125,62
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",09-07-2026 20:00,29.432304,76.972765,OZONE,30,30,30
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",09-07-2026 20:00,28.52123,76.37138,PM2.5,23,34,28
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",09-07-2026 20:00,29.5364,75.0158,OZONE,35,81,64
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",09-07-2026 20:00,30.1480566,77.2893471,CO,8,16,13
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",09-07-2026 20:00,30.943887,76.801991,NO2,7,33,17
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",09-07-2026 20:00,30.943887,76.801991,NH3,6,13,8
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",09-07-2026 20:00,30.943887,76.801991,OZONE,8,20,13
